"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"285",1,2500,1910,1,"female",2,15,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"286",4,2500,1910,1,"male",2,45,612,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"287",4,2500,1910,1,"male",2,39,612,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"288",5,15000,1910,1,"male",1,37,362,NA,"Canada","Foreign born","(30,40]"
"289",2,3600,1910,1,"female",1,36,999,NA,"New York","Native born, and father foreign, mother native","(30,40]"
"290",2,2500,1910,1,"male",1,4,999,2,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"291",2,2500,1910,1,"male",1,1,999,2,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"292",5,41100,1910,1,"male",1,55,735,NA,"Scotland","Foreign born","(50,60]"
"293",5,41100,1910,1,"female",1,53,999,NA,"Scotland","Foreign born","(50,60]"
"294",1,2500,1910,1,"male",1,35,791,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"295",5,40400,1910,1,"female",1,33,999,NA,"Norway","Foreign born","(30,40]"
"296",3,2500,1910,1,"female",1,12,999,5,"Massachusetts","Native born, and mother foreign, father native","(10,20]"
"297",4,2500,1910,1,"male",1,26,362,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"298",4,2500,1910,2,"female",1,45,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"299",4,2500,1910,2,"female",1,43,522,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"300",4,2500,1910,2,"female",1,39,522,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"301",5,41400,1910,2,"male",1,38,618,5,"Ireland","Foreign born","(30,40]"
"302",5,41400,1910,2,"female",1,40,999,5,"Ireland","Foreign born","(30,40]"
"303",5,41400,1910,2,"female",1,75,999,NA,"Ireland","Foreign born","(70,80]"
"304",1,2500,1910,2,"female",1,45,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"305",1,2500,1910,2,"female",1,9,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"306",5,46500,1910,2,"male",1,26,148,NA,"Other USSR/Russia","Foreign born","(20,30]"
"307",5,46500,1910,2,"female",1,26,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"308",4,2500,1910,2,"female",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"309",4,2500,1910,2,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"310",5,46500,1910,2,"male",1,27,370,NA,"Other USSR/Russia","Foreign born","(20,30]"
"311",5,46500,1910,2,"female",1,26,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"312",4,2500,1910,2,"male",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"313",5,46500,1910,2,"male",1,27,592,NA,"Other USSR/Russia","Foreign born","(20,30]"
"314",5,46500,1910,2,"female",1,23,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"315",4,2500,1910,2,"female",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"316",5,15000,1910,2,"female",6,46,906,NA,"Canada","Foreign born","(40,50]"
"317",4,2500,1910,2,"female",6,20,962,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"318",5,15000,1910,2,"male",6,67,606,NA,"Canada","Foreign born","(60,70]"
"319",1,2300,1910,2,"male",6,47,954,NA,"Maine","Native born, and both parents native born","(40,50]"
"320",5,41000,1910,2,"male",6,46,722,NA,"England","Foreign born","(40,50]"
"321",2,2500,1910,2,"male",6,26,722,NA,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"322",5,15000,1910,2,"male",6,22,176,NA,"Canada","Foreign born","(20,30]"
"323",5,40400,1910,2,"male",1,55,394,NA,"Norway","Foreign born","(50,60]"
"324",5,40500,1910,2,"female",1,44,999,NA,"Sweden","Foreign born","(40,50]"
"325",4,2500,1910,2,"male",1,19,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"326",4,2500,1910,2,"male",1,17,112,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"327",5,41400,1910,2,"male",1,31,724,NA,"Ireland","Foreign born","(30,40]"
"328",5,41400,1910,2,"female",1,33,999,NA,"Ireland","Foreign born","(30,40]"
"329",4,2500,1910,2,"female",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"330",4,2500,1910,2,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"331",4,2500,1910,2,"male",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"332",4,2500,1910,2,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"333",4,2500,1910,2,"female",1,41,922,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"334",2,2500,1910,2,"male",1,16,997,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"335",2,2500,1910,2,"female",1,14,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"336",2,2500,1910,2,"male",1,11,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"337",1,2500,1910,2,"male",1,30,606,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"338",4,2500,1910,2,"female",1,27,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"339",1,2500,1910,2,"female",1,10,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"340",1,2500,1910,2,"female",1,8,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"341",1,2500,1910,2,"male",1,6,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"342",1,2500,1910,2,"male",1,4,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"343",1,2500,1910,2,"male",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"344",5,40500,1910,2,"male",1,51,606,NA,"Sweden","Foreign born","(50,60]"
"345",2,2500,1910,2,"female",1,19,999,NA,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"346",2,2500,1910,2,"female",1,13,999,NA,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"347",2,2500,1910,2,"male",1,11,999,NA,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"348",2,2500,1910,2,"female",1,9,999,NA,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"349",2,2500,1910,2,"male",1,7,999,NA,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"350",5,41400,1910,2,"male",1,37,148,NA,"Ireland","Foreign born","(30,40]"
"351",5,41400,1910,2,"female",1,35,999,NA,"Ireland","Foreign born","(30,40]"
"352",4,2500,1910,2,"male",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"353",4,2500,1910,2,"female",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"354",4,2500,1910,2,"male",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"355",4,2500,1910,2,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"356",4,2500,1910,2,"female",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"357",4,2500,1910,2,"female",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"358",5,15000,1910,2,"male",1,38,196,NA,"Canada","Foreign born","(30,40]"
"359",5,15000,1910,2,"female",1,38,999,NA,"Canada","Foreign born","(30,40]"
"360",5,15000,1910,2,"male",1,12,999,5,"Canada","Foreign born","(10,20]"
"361",5,15000,1910,2,"female",1,10,999,5,"Canada","Foreign born","(0,10]"
"362",5,15000,1910,2,"female",1,9,999,5,"Canada","Foreign born","(0,10]"
"363",4,2500,1910,2,"female",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"364",5,15000,1910,2,"male",1,54,196,NA,"Canada","Foreign born","(50,60]"
"365",5,15000,1910,2,"female",1,43,999,NA,"Canada","Foreign born","(40,50]"
"366",5,15000,1910,2,"female",1,14,999,5,"Canada","Foreign born","(10,20]"
"367",4,2500,1910,2,"male",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"368",4,2500,1910,2,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"369",5,15000,1910,2,"male",1,41,148,NA,"Canada","Foreign born","(40,50]"
"370",5,15000,1910,2,"female",1,37,999,NA,"Canada","Foreign born","(30,40]"
"371",4,2500,1910,2,"female",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"372",4,2500,1910,2,"male",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"373",4,2500,1910,2,"female",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"374",4,2500,1910,2,"female",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"375",4,2500,1910,2,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"376",5,15000,1910,2,"male",1,25,994,NA,"Canada","Foreign born","(20,30]"
"377",5,15000,1910,2,"female",1,24,999,NA,"Canada","Foreign born","(20,30]"
"378",5,15000,1910,2,"male",1,24,522,NA,"Canada","Foreign born","(20,30]"
"379",5,15000,1910,2,"male",1,21,697,NA,"Canada","Foreign born","(20,30]"
"380",5,43400,1910,2,"male",1,24,797,NA,"Italy","Foreign born","(20,30]"
"381",4,2500,1910,2,"female",1,18,999,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"382",4,2500,1910,2,"male",1,18,516,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"383",5,43300,1910,2,"male",1,46,990,NA,"Greece","Foreign born","(40,50]"
"384",5,43300,1910,2,"female",1,32,999,NA,"Greece","Foreign born","(30,40]"
"385",4,4200,1910,2,"male",1,8,999,5,"Pennsylvania","Native born, and both parents foreign","(0,10]"
"386",4,4200,1910,2,"female",1,7,999,5,"Pennsylvania","Native born, and both parents foreign","(0,10]"
"387",4,4200,1910,2,"male",1,6,999,5,"Pennsylvania","Native born, and both parents foreign","(0,10]"
"388",4,4200,1910,2,"female",1,2,999,5,"Pennsylvania","Native born, and both parents foreign","(0,10]"
"389",5,43300,1910,2,"male",1,24,999,NA,"Greece","Foreign born","(20,30]"
"390",5,43300,1910,2,"male",1,46,762,NA,"Greece","Foreign born","(40,50]"
"391",4,2500,1910,2,"male",3,52,964,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"392",1,2300,1910,2,"female",3,60,999,NA,"Maine","Native born, and both parents native born","(50,60]"
"393",4,2500,1910,2,"female",3,11,999,1,"Massachusetts","Native born, and both parents foreign","(10,20]"
"394",1,2300,1910,2,"male",3,35,606,NA,"Maine","Native born, and both parents native born","(30,40]"
"395",5,45300,1910,2,"male",3,40,604,NA,"Germany","Foreign born","(30,40]"
"396",5,41400,1910,2,"female",3,58,999,NA,"Ireland","Foreign born","(50,60]"
"397",5,43400,1910,2,"male",1,58,762,NA,"Italy","Foreign born","(50,60]"
"398",5,43400,1910,2,"female",1,46,791,NA,"Italy","Foreign born","(40,50]"
"399",4,2500,1910,2,"male",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"400",4,2500,1910,2,"male",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"401",4,2500,1910,2,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"402",4,2500,1910,2,"female",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"403",5,43400,1910,2,"female",1,17,606,5,"Italy","Foreign born","(10,20]"
"404",5,43400,1910,2,"male",1,17,606,NA,"Italy","Foreign born","(10,20]"
"405",5,41400,1910,2,"male",1,43,999,NA,"Ireland","Foreign born","(40,50]"
"406",5,41400,1910,2,"female",1,40,999,NA,"Ireland","Foreign born","(30,40]"
"407",4,2500,1910,2,"male",1,18,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"408",4,2500,1910,2,"male",1,15,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"409",1,2300,1910,2,"female",1,62,999,NA,"Maine","Native born, and both parents native born","(60,70]"
"410",2,2500,1910,2,"male",1,43,999,1,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"411",4,2500,1910,2,"male",2,38,606,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"412",1,2500,1910,2,"female",2,33,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"413",1,2500,1910,2,"female",2,8,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"414",1,2500,1910,2,"female",2,4,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"415",1,2500,1910,2,"female",2,2,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"416",4,2500,1910,2,"female",2,21,962,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"417",1,2500,1910,2,"female",3,35,888,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"418",1,2500,1910,2,"female",3,27,872,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"419",5,41000,1910,2,"male",3,25,791,NA,"England","Foreign born","(20,30]"
"420",5,41400,1910,2,"male",2,46,252,NA,"Ireland","Foreign born","(40,50]"
"421",5,41400,1910,2,"female",2,46,999,NA,"Ireland","Foreign born","(40,50]"
"422",4,2500,1910,2,"male",2,16,516,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"423",4,2500,1910,2,"male",2,14,516,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"424",4,2500,1910,2,"female",2,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"425",4,2500,1910,2,"male",2,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"426",4,2500,1910,2,"male",2,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"427",2,2300,1910,2,"male",2,51,398,NA,"Maine","Native born, and father foreign, mother native","(50,60]"
"428",5,15000,1910,2,"male",1,56,604,NA,"Canada","Foreign born","(50,60]"
"429",5,15000,1910,2,"female",1,41,999,NA,"Canada","Foreign born","(40,50]"
"430",5,15000,1910,2,"female",1,64,999,NA,"Canada","Foreign born","(60,70]"
"431",5,41400,1910,2,"male",1,60,604,NA,"Ireland","Foreign born","(50,60]"
"432",5,41400,1910,2,"female",1,45,999,NA,"Ireland","Foreign born","(40,50]"
"433",5,46500,1910,2,"male",1,40,592,NA,"Other USSR/Russia","Foreign born","(30,40]"
"434",5,46500,1910,2,"female",1,38,758,NA,"Other USSR/Russia","Foreign born","(30,40]"
"435",4,2500,1910,2,"male",1,16,997,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"436",4,2500,1910,2,"female",1,14,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"437",4,2500,1910,2,"male",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"438",4,2500,1910,2,"male",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"439",4,2500,1910,2,"female",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"440",4,2500,1910,2,"male",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"441",4,2500,1910,2,"female",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"442",5,41400,1910,2,"male",1,62,802,NA,"Ireland","Foreign born","(60,70]"
"443",4,2500,1910,2,"female",1,50,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"444",2,2500,1910,2,"male",1,33,980,4,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"445",2,2500,1910,2,"male",1,30,862,4,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"446",4,2500,1910,2,"male",1,30,791,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"447",4,2500,1910,2,"female",1,32,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"448",1,2500,1910,2,"male",1,8,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"449",1,2500,1910,2,"male",1,4,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"450",1,2500,1910,2,"male",1,2,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"451",2,2500,1910,2,"male",1,39,150,NA,"Massachusetts","Native born, and father foreign, mother native","(30,40]"
"452",4,2500,1910,2,"female",1,38,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"453",1,2500,1910,2,"female",1,18,554,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"454",1,2500,1910,2,"female",1,16,554,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"455",1,2500,1910,2,"male",1,14,997,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"456",1,2500,1910,2,"female",1,11,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"457",1,2500,1910,2,"female",1,6,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"458",1,2500,1910,2,"female",1,3,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"459",5,41000,1910,2,"male",2,47,990,NA,"England","Foreign born","(40,50]"
"460",5,41400,1910,2,"female",2,42,999,NA,"Ireland","Foreign born","(40,50]"
"461",4,2500,1910,2,"male",2,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"462",5,41400,1910,2,"male",2,23,640,NA,"Ireland","Foreign born","(20,30]"
"463",5,15000,1910,2,"male",2,28,140,NA,"Canada","Foreign born","(20,30]"
"464",4,2500,1910,2,"female",2,22,999,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"465",2,2500,1910,2,"female",2,1,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"466",4,2500,1910,2,"female",2,18,576,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
